"Country.Code","Age dependency ratio (% of working-age population)","Age dependency ratio, old (% of working-age population)","Age dependency ratio, young (% of working-age population)","Employment to population ratio, 15+, total (%) (modeled ILO estimate)","GDP (constant 2010 US$)","GDP (current US$)","GDP growth (annual %)","GDP per capita (constant 2010 US$)","GDP per capita (current US$)","GDP per capita growth (annual %)","GDP per capita, PPP (constant 2017 international $)","GDP per capita, PPP (current international $)","GDP, PPP (constant 2017 international $)","GDP, PPP (current international $)","Inflation, GDP deflator (annual %)","Labor force participation rate, total (% of total population ages 15+) (modeled ILO estimate)","Labor force, total","Merchandise exports (current US$)","Merchandise imports (current US$)","Merchandise trade (% of GDP)","Personal remittances, received (% of GDP)","Personal remittances, received (current US$)","Population ages 00-04, female (% of female population)","Population ages 00-04, male (% of male population)","Population ages 0-14 (% of total population)","Population ages 0-14, female","Population ages 0-14, female (% of female population)","Population ages 0-14, male","Population ages 0-14, male (% of male population)","Population ages 0-14, total","Population ages 05-09, female (% of female population)","Population ages 05-09, male (% of male population)","Population ages 10-14, female (% of female population)","Population ages 10-14, male (% of male population)","Population ages 15-19, female (% of female population)","Population ages 15-19, male (% of male population)","Population ages 15-64 (% of total population)","Population ages 15-64, female","Population ages 15-64, female (% of female population)","Population ages 15-64, male","Population ages 15-64, male (% of male population)","Population ages 15-64, total","Population ages 20-24, female (% of female population)","Population ages 20-24, male (% of male population)","Population ages 25-29, female (% of female population)","Population ages 25-29, male (% of male population)","Population ages 30-34, female (% of female population)","Population ages 30-34, male (% of male population)","Population ages 35-39, female (% of female population)","Population ages 35-39, male (% of male population)","Population ages 40-44, female (% of female population)","Population ages 40-44, male (% of male population)","Population ages 45-49, female (% of female population)","Population ages 45-49, male (% of male population)","Population ages 50-54, female (% of female population)","Population ages 50-54, male (% of male population)","Population ages 55-59, female (% of female population)","Population ages 55-59, male (% of male population)","Population ages 60-64, female (% of female population)","Population ages 60-64, male (% of male population)","Population ages 65 and above (% of total population)","Population ages 65 and above, female","Population ages 65 and above, female (% of female population)","Population ages 65 and above, male","Population ages 65 and above, male (% of male population)","Population ages 65 and above, total","Population ages 65-69, female (% of female population)","Population ages 65-69, male (% of male population)","Population ages 70-74, female (% of female population)","Population ages 70-74, male (% of male population)","Population ages 75-79, female (% of female population)","Population ages 75-79, male (% of male population)","Population ages 80 and above, female (% of female population)","Population ages 80 and above, male (% of male population)","Population growth (annual %)","Population, female","Population, female (% of total population)","Population, male","Population, male (% of total population)","Population, total","Primary education, duration (years)","Proportion of seats held by women in national parliaments (%)","Refugee population by country or territory of asylum","Refugee population by country or territory of origin","Rural population","Rural population (% of total population)","Rural population growth (annual %)","Secondary education, duration (years)","Secure Internet servers (per 1 million people)","Unemployment, total (% of total labor force) (modeled ILO estimate)","Urban population","Urban population (% of total population)","Urban population growth (annual %)"
"BMU",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13000000","806000000",NA,NA,"1547229197.94004",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"-0.0156474933035009",NA,NA,NA,NA,"63903","6",NA,NA,NA,"0","0",NA,"7","7573.97931239535",NA,"63903","100","-0.0156474933035009"
"BTN","45.1361523717805","9.0052233907085","36.130928981072","62.85","2320776085.79123","2409262838.21987","-6.77210161101478","3007.69828073077","3122.37606234724","-7.80126554117317","10909.1001689407","11508.1741774838","8417592599.55667","8879845293.43659","7.46645114908961","65.29","378371","433000000","768000000","49.8492726051998","3.46310005131333","83435182.5866655","8.68321692828988","7.91612511491464","24.8945060186001","94527","26.1467395062582","97564","23.7910492163858","192089","8.43593112509508","7.67520062815939","9.02759145287325","8.19972347331176","9.44056427632944","8.68108474543207","68.9007890016693","245369","67.8705483714819","286277","69.8088454401139","531647","9.60431505428394","9.65307361608634","9.78936449761427","10.6355480666298","9.55535578452389","10.0400646692043","7.91037964179517","8.379929136988","6.18186847382615","6.80977451126224","4.95788672982505","5.21962412853858","4.28407440702579","4.36517129292077","3.34306064587511","3.30149456091025","2.8036788603831","2.72308071214157","6.20470497973064","21629","5.98271212225987","26246","6.40010534350028","47876","1.96943503215545","2.06907314789301","1.54954705760321","1.7440201713295","1.16229859622433","1.28704396871883","1.30143143627688","1.29996805555894","1.11006114109419","361525","46.8532111994111","410087","53.1467888005889","771612","7","14.8936170212766",NA,"6808","445097","57.684","-0.102846014014464","6","682.985749314422","3.74","326515","42.316","2.78752440333794"
"BOL","60.4882884948895","12.0160925096577","48.4721959852318","62.92","27378912014.667","36688861202.6049","-7.82328995009992","2345.48479359273","3143.04549424189","-9.08616222670869","7931.75430931062","8367.32715906643","92587598073.4578","97672052580.2701","-2.67164407281832","66.66","5431077","7015000000","7080000000","38.4176546722558","3.05839136711515","1122088963.71333","9.9661909437817","10.3441794913946","30.2029526032721","1724540","29.6566987846968","1801059","30.745188774567","3525599","9.91852120632639","10.2820595153413","9.77198663458876","10.1189497678311","9.57991473789383","9.89431751587013","62.3098424992125","3620489","62.2610967135052","3652954","62.3581794459868","7273446","9.01262422592566","9.23697925868796","8.27773297036462","8.41571186436917","7.43794077740193","7.48423656529622","6.5880540188237","6.57317772441503","5.75359285710601","5.68985863651176","4.93976794536897","4.83456950207912","4.18043993045584","4.05374239994783","3.52508422169523","3.38076745739473","2.96594502846943","2.79481852141483","7.48720489751539","469981","8.08220450179793","404006","6.89663177944626","873984","2.49167241328906","2.29149137276612","2.03523295746697","1.82810946840562","1.54008333605617","1.31349864177634","2.01521579498574","1.46353229649818","1.37952758307147","5815010","49.8157761794304","5858019","50.1842238205696","11673029","6","46.1538461538462","1156","580","3487551","29.877","0.214879892360558","6","210.056875554751","5.61","8185478","70.123","1.87989454478974"
"BIH","48.012700669862","26.5176109458913","21.4950897239707","38.47","19937655682.3208","19788422248.1072","-4.32734580579653","6077.04356457794","6031.55686867658","-3.73878437224981","14339.8311811662","15611.7913059942","47046333236.6377","51219399093.5753","0.616962456569098","46.27","1297577","6152000000","9873000000","80.9816962619789","9.15382160007748","1811396870.06177","3.85663412985021","4.27521568720205","14.5224713707157","231668","13.837484753967","244784","15.2360655268332","476455","4.70485710838451","5.17792443587706","5.27599351573223","5.78292540375412","4.83166348704998","5.23730416050203","67.5617582073257","1105722","66.0445608246536","1110857","69.142958865536","2216576","6.24887259990706","6.94313302116445","5.44186318768419","5.97506922966322","6.30657159274307","6.89651309061508","7.10163504371624","7.66234970674259","6.51084753011278","6.95863150274896","6.68131639714587","7.16266372216264","6.99597301646273","7.10882361545342","8.37190883320213","8.00947834849674","7.55390913662954","7.18899246798692","17.9157704219587","336816","20.1179544213794","250968","15.6209756076307","587783","7.04984930169883","6.46075056220898","4.85370378555566","3.86945423559808","3.56646673109522","2.44988046251453","4.64793460302974","2.84089034730915","-0.613297985300864","1674206","51.0301860970521","1606609","48.9698139029479","3280815","5","26.1904761904762","5257","15625","1672559","50.98","-1.38322495015806","8","3164.45761190436","16.85","1608256","49.02","0.193751287894149"
"BWA","61.0718603273321","7.26788288920777","53.8039774381244","57.1","17182153843.9556","15781732825.8934","-7.89305358895749","7306.50245849385","6710.990411266","-9.77003188520369","16040.0084730125","16920.8466745308","37720084925.348","39791486060.9935","-0.613385177241426","69.39","1086713","4221000000","6325000000","66.8240941368426","0.29218930928486","46112536.1371599","11.0701956081767","12.0749820691617","33.4037243151231","388272","32.0217463378105","397261","34.8750196427176","785530","10.8987353673241","11.8584951790845","10.0528153623098","10.9415423944714","9.1903183931726","10.0140549680054","62.0840805110675","760631","62.7311084463343","699355","61.3954537753084","1459985","8.32534725028577","9.02406199987885","8.2537611564618","8.66386503719167","8.0397451271148","7.88096557015676","7.81542004047748","7.31007577041153","6.5979616107201","6.06382763921309","4.92360576185583","4.58608075329712","3.53023357849646","3.29664059050179","3.13238643954851","2.47959132612705","2.922329088201","2.07629012052508","4.51219517380945","63623","5.24714521585516","42483","3.729526581974","106110","2.19368491892133","1.62997246069042","1.40763991864917","1.0954271753377","0.953629035583567","0.653937893018956","0.692191342701105","0.350189052926918","2.05887502746375","1212526","51.5611970445968","1139099","48.4388029554032","2351625","7","10.7692307692308","637","206","684864","29.123","-0.333087530893828","5","263.647477807899","17.7","1666761","70.877","3.05854990331497"
"BRA","43.4750564079061","13.7625213232938","29.7125350846123","51.14","2268471792918.29","1444733258971.65","-4.05904827267295","10672.1777388753","6796.84454227877","-4.74055319539119","14063.9825053838","14836.3071009143","2989431809530.72","3153596669112.85","4.80539841705152","59.24","99843130","209878000000","166276000000","26.036224864633","0.246842759127619","3566219438.48","6.53922483139809","7.09014265733039","20.7091991600636","21526480","19.9091362326306","22492872","21.5375145892285","44019351","6.60075624914762","7.14777999031232","6.76915515208489","7.29959194158577","7.36628458982683","7.90276068500391","69.6985262243169","74983663","69.3499337508345","73167113","70.0594287687775","148150775","7.83038112317839","8.3166485188319","7.78607813245183","8.17153254837952","7.93186773074","8.20761213615835","8.07883838449887","8.22871409888314","7.3589698147933","7.37728753371821","6.547185163768","6.43614554984473","6.15221598284171","5.90883011812149","5.63226949122109","5.27449102382849","4.66584333751441","4.23540655600772","9.59227461561959","11613483","10.740930016535","8775798","8.40305664199406","20389282","3.73111885833352","3.25030550113269","2.73571568900214","2.25158842348125","1.86008652724984","1.41803791522298","2.41400894194947","1.48312480215713","0.712872791114979","108123626","50.8674852403264","104435783","49.1325147596736","212559409","5","14.6198830409357","59147","1588","27477555","12.927","-1.19501239772363","7","3087.18867392033","13.67","185081854","87.073","0.999249503269173"
"VGB",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"0.676956293539422",NA,NA,NA,NA,"30237","7",NA,NA,NA,"15568","51.485","-0.0898876465017161","5","741078.810728578",NA,"14669","48.515","1.49728071894322"
"BRN","38.6849304646363","7.72481304544921","30.9601174191871","58.57","14175484136.0259","12016056665.3473","1.20300193904603","32402.365659982","27466.3396414199","0.234422659122501","62243.5831517924","65661.6939297088","27230509487.9956","28725874845.4508","-10.849003526461","63.92","217212","6479000000","4910000000","94.7815104171765",NA,NA,"7.32555487990271","7.15988140289973","22.3240429826346","47369","22.5035155062329","50295","22.1576566058849","97664","7.96974764366069","7.88899804834638","7.20821298266951","7.10877715463881","7.79159698996656","7.65418283866477","72.1058610813319","150653","71.5704811492855","164796","72.6015146241855","315451","7.93269230769231","8.15112759761572","7.81487534204926","7.95023503548661","8.47046974764366","8.94808953816739","8.44956673761022","9.0934723133924","8.03388187899058","8.25113332481596","7.48945348130131","7.31231303995383","6.55641912435391","6.25189988853987","5.05757829127394","5.10293541039795","3.97394724840377","3.88612563715103","5.5700959360335","12474","5.92600334448161","11896","5.24082876992956","24368","2.71074034660991","2.47635327133272","1.54777287929462","1.30095556133171","0.793364244451201","0.743654922969157","0.874125874125874","0.719865014295973","0.961675067594484","210496","48.1152410493665","226987","51.8847589506335","437483","6","9.09090909090909",NA,"20","95153","21.75","-0.443562010532064","7","15749.1833968406","8.37","342330","78.25","1.35580343133988"
"BGR","56.6106762125801","33.6210626837166","22.9896135288636","51.68","60566782151.677","69105101089.5531","-4.15370282988493","8743.21699223087","9975.78000070924","-3.48302801995543","22383.8055436428","24367.3239228848","155059067536.81","168799470603.113","3.31699390445179","54.8","3238899","31826000000","34829000000","96.4545293315206","1.38183720875037","954920000","4.25095766360296","4.7653003552629","14.679471450087","494289","13.8711264004047","522600","15.5357795408048","1016889","4.57809644564958","5.12773549022101","5.04207229115212","5.64274369532094","4.26640114326513","4.82416012940852","63.8526029924681","2178061","61.1224108390845","2245193","66.7447907173454","4423254","4.04347787161992","4.59201077851091","5.2780889477283","5.98063910571079","6.5162531432517","7.34789890463324","6.39119453077001","7.35925000911348","7.25628118771549","8.15919168281161","7.1821412944098","8.02010360624293","6.60729133676746","7.12434438480422","6.65460098189196","6.82539245035966","6.92668040166476","6.51179966574998","21.4679255574449","891091","25.0064627605108","596055","17.7194297418498","1487145","7.12143051385381","5.94972735121236","6.98823050176761","5.18114199224035","4.93184165733157","3.2449340139254","5.96496008755781","3.34362638447169","-0.697303108247042","3563441","51.4406316809013","3363847","48.5593683190987","6927288","4","26.6666666666667","21168","525","1684301","24.314","-2.08189867623611","8","48122.8729049521","5.71","5242987","75.686","-0.248404406456617"
"BFA","87.90397401327","4.53041845585673","83.3735555574133","62.14","17046223028.9561","17369059295.2226","2.02238469536866","815.480855632121","830.925144621939","-0.817663432121762","2160.51152951619","2279.15617320327","45161773123.6821","47641835093.8841","4.58974619905928","65.38","7602668","4491000000","3886000000","48.2294398194847","2.67531796937137","464677564.435858","16.3081837709093","16.9165012001766","44.3703002874239","4554844","43.5513285044363","4720002","45.1903465418341","9274847","14.4644604685251","15.0021451044179","12.7786842650019","13.2717002372396","10.8137301819131","11.2585573198613","53.218670588094","5598264","53.5280318093352","5526184","52.9089119059566","11124447","9.03492974418575","9.33457913108766","7.51823983500605","7.67729089348841","6.29199130090983","6.34113163281748","5.32112197036592","5.27688027425933","4.34526151532261","4.19920585658984","3.44179148860288","3.19897731991295","2.80944852376975","2.48691371414418","2.22328780286779","1.83238160780483","1.72822944639155","1.30299415599069","2.41102912448209","305457","2.92063968622846","198527","1.90074155220924","503984","1.26278318297013","0.861354447939354","0.855098189856831","0.560953661436173","0.510356822374771","0.314417447372656","0.292401491026733","0.164015995461053","2.82323073597345","10458565","50.0331335592437","10444713","49.9668664407563","20903278","6","6.2992125984252","20252","15768","14505412","69.393","1.92374366793319","7","5.97992334025314","4.96","6397866","30.607","4.89304473435466"
